primary_type,title,authority_id,source,rules
agent_family,Benn family,,lcsh,
agent_family,Jacobs family,,lcsh,
agent_family,Baylee family,,lcsh,
agent_family,Malcomson family,,lcsh,
agent_family,Barton family,,lcsh,
agent_family,Crowley family,,lcsh,
agent_family,Vipont family,,lcsh,
agent_family,Cope family,,lcsh,
agent_family,Pennell family,,lcsh,
agent_family,Yarnell family,,lcsh,
agent_family,Wheeler family,,lcsh,
agent_family,Malloy family,,lcsh,
agent_family,Twining family,,lcsh,
agent_family,Lyons family,,lcsh,
agent_family,Mitchell family,,lcsh,
agent_family,Coffin family,,lcsh,
agent_family,Hibbert family,,lcsh,
agent_family,Cooper family,,lcsh,
agent_family,Bissell family,,lcsh,
agent_family,Redman family,,lcsh,
agent_family,Roake family,,lcsh,
agent_family,Randolph family,,lcsh,
agent_family,Truman family,,lcsh,
agent_family,Tierney family,,lcsh,
agent_family,Hazard family,,lcsh,
agent_family,Stabler family,,lcsh,
agent_family,Hollingsworth family,,lcsh,
agent_family,Little family,,lcsh,
agent_family,Garrett family,,lcsh,
agent_family,Cocke family,,lcsh,
agent_family,Parrish family,,lcsh,
agent_family,West family,51032955,ingest,
agent_family,Evans family,,lcsh,
agent_family,Passmore family,,lcsh,
agent_family,Petty family,,lcsh,
agent_family,Ogden family,,lcsh,
agent_family,Bonsall family,,lcsh,
agent_family,Robinson family,,lcsh,
agent_family,Crewdson family,,lcsh,
agent_family,"Jenkins family (Jenkins, Jabez, 1792-1858)",http://id.loc.gov/authorities/names/no2012156447,lcnaf,rda
agent_family,Alsop family,,lcsh,
agent_family,Dubre family,,lcsh,
agent_family,"Williams family (Williams, Benjamin, 1774-)",56366422,ingest,rda
agent_family,Potts family,,lcsh,
agent_family,"Carman family (Carman, Thomas, 1815-1899)",http://id.loc.gov/authorities/names/no2012155690,ingest,rda
agent_family,Seaman family,,lcsh,
agent_family,Carpenter family,,lcsh,
agent_family,Arnold family,,lcsh,
agent_family,"Wing family (Dutchess County, N.Y.)",183611047,ingest,rda
agent_family,Hallock family,,lcsh,
agent_family,"Swift family (Dutchess County, N.Y.)",http://id.loc.gov/authorities/names//no2012156521,lcnaf,rda
agent_family,Clapp family,,lcsh,
agent_family,Hall family,,lcsh,
agent_family,Rumford family,35358756,ingest,
agent_family,Clements family,,lcsh,
agent_family,Wildman family,http://id.loc.gov/authorities/subjects/sh85146762,ingest,
agent_family,Bailey family,,local,local
agent_family,Brantingham family,,local,local
agent_family,Buck family,,local,local
agent_family,Butler family,,local,local
agent_family,Cadwallader family,,local,local
agent_family,Clothier family,,local,local
agent_family,Coleman family,,local,local
agent_family,Curl family,,local,local
agent_family,Fothergill family,,local,local
agent_family,Gove family,,local,local
agent_family,Harvey family,,local,local
agent_family,Hoag family,,local,local
agent_family,Iden family,,local,local
agent_family,Jennings family,,local,local
agent_family,Lovering family,,local,local
agent_family,Meader family,,local,local
agent_family,Stratton family,,local,local
agent_family,Thomson family,,local,local
agent_family,Tregelles family,,local,local
agent_family,Clark family,http://id.loc.gov/authorities/subjects/sh85026672,lcsh,rda
agent_family,Winston family,http://id.loc.gov/authorities/subjects/sh93000395,lcsh,rda
agent_family,Sansom family,,local,rda
agent_family,Purdy family,,lcsh,rda
agent_family,Kinsey family,,local,rda
agent_family,Sullivan family,,local,rda
agent_family,Watson family,,local,rda
agent_family,Trego family,,local,rda
agent_family,Strickland family,,local,rda
agent_family,Gilbert family,,local,rda
agent_family,Gillingham family,,local,rda
agent_family,Moon family,,local,rda
agent_family,Pemberton family,http://id.loc.gov/authorities/subjects/sh85099333,lcsh,aacr2
agent_family,Humphrey family,,lcsh,
agent_family,Bromley family,,lcsh,
agent_family,Ely family,,lcsh,
agent_family,Kummer family,,lcsh,
agent_family,Grant family,,lcsh,
agent_family,Horne family,,lcsh,
agent_family,Pyle family,,lcsh,
agent_family,Leonard family,,lcsh,
agent_family,Hartshorne family,,local,rda
agent_family,Dinsmore family,,local,rda
agent_family,Newlin family,,local,rda
agent_family,Updegraff family,,local,rda
agent_family,Dymond family,,local,rda
agent_family,Kite family,,local,rda
agent_family,Wills family,,local,rda
agent_family,Hacker family,,local,rda
agent_family,Stackhouse family (FHL donor),,local,rda
agent_family,Rankin family,,local,rda
agent_family,Mekeel family,,local,rda
agent_family,Garlin family,,lcsh,
agent_family,Elkinton family,,lcsh,
agent_family,Gomey family,,local,rda
agent_family,Marshall family,,local,rda
agent_family,Perot family,,local,rda
agent_family,Powell family,,local,rda
agent_family,Siter family,,local,rda
agent_family,Wilcox family,,local,rda
agent_family,Mott family,,local,rda
agent_family,Dunn family,,local,rda
agent_family,Battey family,,local,rda
agent_family,Osborn family,,local,rda
agent_family,Fawcett family,,local,rda
agent_family,Bloomfield family,,local,rda
agent_family,Cresson family,,local,rda
agent_family,Gumbes family,,local,rda
agent_family,Hornor family,,local,rda
agent_family,Macomb family,,local,rda
agent_family,Ramsay family,,local,rda
agent_family,Wetherill family,,local,rda
agent_family,Maier family,,local,rda
agent_family,Mather family,,ingest,aacr2
agent_family,Carleton family,,local,rda
agent_family,Shackleton family,,local,rda
agent_family,Atwater family,,local,rda
agent_family,Spencer family,,local,rda
agent_family,Drumm family,,local,rda
agent_family,Williams family,http://id.loc.gov/authorities/subjects/sh85146792,lcsh,rda
agent_family,Lightfoot family,https://lccn.loc.gov/sh85076915,lcsh,
agent_family,Grellet family,,local,rda
agent_family,Frazer family,,local,rda
agent_family,Gamber family,,local,rda
agent_family,Griscom family,,local,rda
agent_family,Lapham family,,local,rda
agent_family,Leeds family,,local,rda
agent_family,Llewellyn family,,local,rda
agent_family,Longshore family,,local,rda
agent_family,Lungren family,,local,rda
agent_family,Lungren-Raiman Family,,local,rda
agent_family,Maule family,,local,rda
agent_family,Nicholson family,,local,rda
agent_family,Raiman family,,local,rda
agent_family,Scattergood family,,local,rda
agent_family,Swett family,,local,rda
agent_family,Waln family,,local,rda
agent_family,Yarnall family,,local,rda
agent_family,Wistar family,,local,rda
agent_family,Dodge family,,local,rda
agent_family,Ellis family,,local,rda
agent_family,Garret family,,local,rda
agent_family,Pike family,,local,rda
agent_family,Tatum family,,local,rda
agent_family,Hambleton family,,local,rda
agent_family,Lamborn family,,local,rda
agent_family,James family,https://lccn.loc.gov/sh85069331,lcsh,rda
agent_family,Richardson family,http://id.loc.gov/authorities/subjects/sh85113923,lcsh,
agent_family,Hamilton family,https://lccn.loc.gov/sh85058557,local,rda
agent_family,Kaiser family,https://lccn.loc.gov/sh85071304,lcsh,rda
agent_family,Morrill family,https://lccn.loc.gov/sh85087351,lcsh,rda
agent_family,Pennock family,https://lccn.loc.gov/sh85099511,lcsh,rda
agent_family,"Test, 1920-1029 (Cats)",,,rda
agent_family,Eichel family,,local,rda
agent_family,Averill family,https://lccn.loc.gov/sh2010015481,lcsh,rda
agent_family,Jenkins family,https://lccn.loc.gov/sh85069887,lcsh,rda
agent_family,Thatcher family,,local,rda
agent_family,Searing family,https://lccn.loc.gov/sh00004052,lcsh,rda
agent_family,Whitall,,,rda
agent_family,Karsner,,local,rda
agent_family,Karsner family,,local,rda
agent_family,Sharples family,,local,rda
agent_family,Dutton family,https://lccn.loc.gov/sh85040145,lcsh,rda
agent_family,Elkinton family,,local,rda
agent_family,Reinhardt family,,local,dacs
agent_family,Hawley family,http://id.loc.gov/authorities/subjects/sh85059393,lcsh,dacs
agent_family,Hewes family,,local,dacs
agent_family,Rhoads family,,local,dacs
agent_family,Vaux family,http://id.loc.gov/authorities/subjects/sh85142433,lcsh,dacs
agent_family,Allen family,,local,rda
agent_family,Roberts family,,local,
agent_family,Lloyd family,,local,
agent_family,Howard family,,lcnaf,
agent_family,Physick family,,lcnaf,
agent_family,Porter family,,lcnaf,
agent_family,Warner family,,lcnaf,
agent_family,Worrall family,,local,local
agent_family,Mason family,http://id.loc.gov/authorities/subjects/sh85081834,lcsh,
agent_family,Smith family,http://id.loc.gov/authorities/subjects/sh85123667,lcsh,
agent_family,Ewing family,http://id.loc.gov/authorities/subjects/sh85046049,lcsh,
agent_family,Bacon family,,lcnaf,rda
agent_family,Elfreth family,,lcnaf,
agent_family,Clarke family,,local,rda
agent_family,Foote family,http://id.loc.gov/authorities/subjects/sh85050426,lcsh,dacs
agent_family,Morris family,http://id.loc.gov/authorities/subjects/sh85087358,lcsh,dacs
agent_family,Scull family,,local,dacs
agent_family,Hornmeier family (Lon W. and Jean G.),,local,local
agent_family,Kelsey Family,,lcnaf,
agent_family,Bean family,,local,dacs
agent_family,Cox family,,local,dacs
agent_family,Shipley family,,local,dacs
agent_family,Waring family,,lcnaf,dacs
agent_family,Collins family,http://id.loc.gov/authorities/subjects/sh85028437,lcsh,rda
agent_family,Chase family,http://id.loc.gov/authorities/subjects/sh85022726,lcsh,
agent_family,Cromwell family,http://id.loc.gov/authorities/subjects/sh85034232,lcsh,
agent_family,Underhill family,http://id.loc.gov/authorities/subjects/sh85139602,lcsh,
agent_family,Taylor family,http://id.loc.gov/authorities/subjects/sh85132909,lcsh,
agent_family,Comfort family,http://id.loc.gov/authorities/subjects/sh95005199,lcsh,dacs
agent_family,Bertrand family,http://id.loc.gov/authorities/subjects/sh85013398,lcsh,
agent_family,Brown family,http://id.loc.gov/authorities/subjects/sh85017250,lcsh,rda
agent_family,Faulk family,http://id.loc.gov/authorities/subjects/sh85047479,lcsh,
agent_family,Jones family,http://id.loc.gov/authorities/subjects/sh85070686,lcsh,
agent_family,Kaighn family,,local,
agent_family,Lowry family,http://id.loc.gov/authorities/subjects/sh85078672,lcsh,
agent_family,Mennell family,,local,
agent_family,Pearsall family,http://id.loc.gov/authorities/subjects/sh85099040,lcsh,
agent_family,Shinn family,http://id.loc.gov/authorities/subjects/sh85121485,lcsh,
agent_family,Potts family,,lcnaf,rda
agent_family,North family,http://id.loc.gov/authorities/subjects/sh85092515,lcsh,
agent_family,Kraft family,http://id.loc.gov/authorities/subjects/sh93003648,lcsh,
agent_family,Speer family,,local,rda
agent_family,Drumm family,,local,dacs
agent_family,Mills family,,local,dacs
agent_family,Matlack family,,lcnaf,
agent_family,Penn family,,lcnaf,rda
agent_family,Bartlett family,,local,
agent_family,Crew family,,local,
agent_family,Edwards family,,local,
agent_family,Janney family,,local,
agent_family,Branch family,,local,
agent_family,Klein family,,local,
agent_family,Letchworth family,,local,
agent_family,Satterthwaite family,,local,
agent_family,Sharpless family,,lcnaf,
agent_family,Stokes family,,local,
agent_family,Thomas family,,local,
agent_family,Wing family,,local,
agent_family,Lippincott family,,local,
agent_family,Allinson family,,local,
agent_family,Wood family,,local,
agent_family,Owen family,,local,
agent_family,Foulke family,,local,
agent_family,Breidenhart family,,local,
agent_family,Casdorp family,,local,
agent_family,Hubley family,http://id.loc.gov/authorities/subjects/sh99001639,lcsh,
agent_family,Samuel family,http://id.loc.gov/authorities/subjects/sh85117065,lcsh,
agent_family,Baxter family,http://id.loc.gov/authorities/subjects/sh85012491,lcsh,
agent_family,Bettle family,,local,rda
agent_family,Branson family,http://id.loc.gov/authorities/subjects/sh85016423,lcsh,
agent_family,Pettit family,http://id.loc.gov/authorities/subjects/sh93003765,lcsh,
agent_family,Engle family,,local,
agent_family,Brosius family,http://id.loc.gov/authorities/subjects/sh2005004590,lcsh,
agent_family,Ridgway family,http://id.loc.gov/authorities/subjects/sh85114022,lcsh,
agent_family,Andrews family,http://id.loc.gov/authorities/subjects/sh85004917,lcsh,
agent_family,Bunting family,http://id.loc.gov/authorities/subjects/sh85018018,lcsh,
agent_family,Speakman family,,local,
agent_family,Jenkinson family,http://id.loc.gov/authorities/subjects/sh2005006063,lcsh,
agent_family,Bye family,http://id.loc.gov/authorities/subjects/sh86001070,lcsh,
agent_family,Atkinson family,,local,
agent_family,Quimby family,http://id.loc.gov/authorities/subjects/sh2008001716,lcsh,
agent_family,Bancroft family,http://id.loc.gov/authorities/subjects/sh85011469,lcsh,
agent_family,Bartram family,http://id.loc.gov/authorities/subjects/sh2011002986,lcsh,
agent_family,Bassett family,http://id.loc.gov/authorities/subjects/sh85012190,lcsh,rda
agent_family,Wright family,http://id.loc.gov/authorities/subjects/sh85148623,lcsh,
agent_family,Sinclair family,http://id.loc.gov/authorities/subjects/sh85122789,lcsh,
agent_family,Dixon-Seeds family,,local,rda
agent_family,Dixon family,http://id.loc.gov/authorities/subjects/sh85038658,lcsh,
agent_family,Seeds family,,local,
agent_family,Eastburn family,,local,
agent_family,Emlen family,http://id.loc.gov/authorities/subjects/sh2006005181,lcsh,rda
agent_family,Fell family,http://id.loc.gov/authorities/subjects/sh85047709,lcsh,
agent_family,Kenderdine family,,local,
agent_family,Ferris family,,local,rda
agent_family,Davies family,http://id.loc.gov/authorities/subjects/sh85035934,lcsh,
agent_person,"Gorman, Donna B.",,lcsh,
agent_person,"Gorman, Jerome D. (Jerome Davis), 1931-",http://id.loc.gov/authorities/names/no2013125858,lcnaf,
agent_person,"Sellon, Jean Jacques, comte de, 1782-1839",http://id.loc.gov/authorities/names/n86013750,lcnaf,
agent_person,"Horton, Robert, 1900-1991",http://id.loc.gov/authorities/names/n90713695,lcnaf,
agent_person,"Niemöller, Martin, 1892-1984",http://id.loc.gov/authorities/names/n50003848,lcnaf,
agent_person,"Balter, Ruth, 1922-",http://id.loc.gov/authorities/names/no2014069242,lcnaf,
agent_person,"Balter, Jerome, 1921-",,lcsh,
agent_person,"Jacoby, Deborah D., 1923-2005",http://id.loc.gov/authorities/names/no2014010710,lcnaf,
agent_person,"Jakobson, Arno Sascha",,lcsh,
agent_person,"Herz, Helga, 1912-2010",http://id.loc.gov/authorities/names/no2014012224,lcnaf,
agent_person,"Herrick, Scott",,lcsh,
agent_person,"Davidov, Marv",,lcsh,
agent_person,"Broudy, Thalia Stern",,local,
agent_person,"Moore, Frank D., 1936-2005",http://id.loc.gov/authorities/names/nr2007013382,lcnaf,
agent_person,"Phillips, John J.",,lcsh,
agent_person,"Muse, Charles",,lcsh,
agent_person,"Johnston, Carla B.",,lcsh,
agent_person,"Jones, T. Canby (Thomas Canby), 1921-2014",http://id.loc.gov/authorities/names/n84007586,lcnaf,
agent_person,"Dodson, Shirley",,ingest,
agent_person,"Keyes, Gene",,lcsh,
agent_person,"Smith, Kathleen Norma",,lcsh,
agent_person,"Andrews, C. F. (Charles Freer), 1871-1940",http://id.loc.gov/authorities/names/n80030711,lcnaf,
agent_person,"Weaver, Robert, 1924-1994",http://id.loc.gov/authorities/names/nr2001052536,lcnaf,
agent_person,"Hamburger, Jay",,lcsh,
agent_person,"Eschelman, William",,lcsh,
agent_person,"Woodson, Helen Dery",,local,
agent_person,"Reiner, John M.",,ingest,
agent_person,"Covington, Hayden Cooper",,local,
agent_person,"Langtry, Sondra Claudine, 1944-1982",http://id.loc.gov/authorities/names/no2014029759,lcnaf,
agent_person,"Lauser, Wayne (Wayne Paul), 1946-",http://id.loc.gov/authorities/names/no2015139148,lcnaf,
agent_person,"Cadbury, Elizabeth Mary, 1858-1951",http://id.loc.gov/authorities/names/nb2007012722,lcnaf,
agent_person,"Mack, Newell B.",,lcsh,
agent_person,"Rogovin, Paula",,ingest,
agent_person,"DuBois, Susan J.",http://id.loc.gov/authorities/names/no2014164445,lcnaf,rda
agent_person,"DeMaria, Donna",,ingest,
agent_person,"Lederach, John Paul",,ingest,
agent_person,"Levy, Howard, 1937-",http://id.loc.gov/authorities/names/no97040429,lcnaf,
agent_person,"Linder, Benjamin Ernest, 1959-1987",http://id.loc.gov/authorities/names/n85323487,lcnaf,
agent_person,"Logue, John J., 1923-2004",http://id.loc.gov/authorities/names/n81004171,lcnaf,
agent_person,"Luce, Don",,lcsh,
agent_person,"Mager, Andy, 1961-",http://id.loc.gov/authorities/names/no00014067,lcnaf,
agent_person,"Malleck, Dale, 1916-1999",http://id.loc.gov/authorities/names/no2015006732,lcnaf,
agent_person,"Marx, Sallie, 1929-2013",http://id.loc.gov/authorities/names/no2015008487,lcnaf,
agent_person,"Evers, Charles, 1922-",http://id.loc.gov/authorities/names/n88224821,lcnaf,
agent_person,"Evers, Medgar Wiley, 1925-1963",http://id.loc.gov/authorities/names/n93021582,lcnaf,
agent_person,"Mejía, Camilo",,lcsh,
agent_person,"Hanauer, Edmund R., 1938-2006",http://id.loc.gov/authorities/names/no2015015504,lcnaf,
agent_person,"Maitlin, Arnold",,local,
agent_person,"Harney, James",,local,
agent_person,"Bollinger, Hiel DeVere, 1898-",http://id.loc.gov/authorities/names/no2003081688,lcnaf,
agent_person,"Crane, Henry Hitt, 1890-1977",http://id.loc.gov/authorities/names/n2011034836,lcnaf,
agent_person,"Carter, Henry, 1874-1951",http://id.loc.gov/authorities/names/no97040585,lcnaf,rda
agent_person,"Bumpers, Betty",,ingest,
agent_person,"Morgan, Arthur E. (Arthur Ernest), 1878-1975",http://id.loc.gov/authorities/names/n50006290,lcnaf,
agent_person,"Mosholder, Wilma L., 1914-2006",,lcsh,
agent_person,"Morris, Elliston P. (Elliston Perot), 1899-1980",,local,rda
agent_person,"Murphy, Stanley (Conscientious objector)",,lcsh,rda
